arm,gen,n_seeds,median_score,q1_score,q3_score,mean_score
adaptive_progression,0,11,-381.17620476977953,-390.99067607579605,-373.9824025017649,-382.5514778303774
adaptive_progression,5,1,-214.5644203720984,-214.5644203720984,-214.5644203720984,-214.5644203720984
adaptive_progression,10,10,-383.8245486499532,-387.98135130464505,-367.71648342359765,-385.1673005317565
adaptive_progression,20,10,-367.0258579882631,-383.15414310985636,-355.1460842563752,-371.81077969346876
adaptive_progression,30,10,-329.2283059174961,-358.4778182471946,-231.31865117857018,-305.08958520866906
adaptive_progression,40,10,-229.599978983286,-349.39936935687984,12.07945962829158,-189.59244861803745
adaptive_progression,50,10,-192.63184816290385,-311.82351860815396,1.8159540659260909,-183.05439588787306
adaptive_progression,60,10,-114.10457629232555,-358.5764631067843,-75.07540295452824,-177.0775224304939
adaptive_progression,70,10,-231.17648150331155,-303.9557686834024,-104.28647049869927,-217.05885688758272
adaptive_progression,80,10,-147.20815748106756,-335.5894997984845,12.176822503208399,-144.89718611170792
adaptive_progression,90,10,-70.30297048243563,-290.4365707681001,41.14110310884538,-115.69163568143861
adaptive_progression,100,10,-13.569046567451267,-121.70923109539407,65.78411287933008,-46.62725610886216
adaptive_progression,110,10,26.45370202373176,-25.30572625683728,107.41799664144935,15.541907900816156
adaptive_progression,120,10,-9.29036063783513,-111.76184072720224,107.19555063710806,13.26642515092907
adaptive_progression,130,10,64.20867885496489,-86.40548779401864,215.99488450574876,53.13526447282355
adaptive_progression,140,10,158.54325782014877,-94.69653829971415,206.99294028720163,73.82406551648027
adaptive_progression,150,10,57.51349598232612,-46.60774040514549,213.4172005111498,107.19467659439802
adaptive_progression,160,10,60.10050234314565,27.395224940530692,214.14488253847202,92.99768400134744
adaptive_progression,170,10,137.4565013725921,24.119269739099025,206.58119324630738,136.2962844079429
adaptive_progression,180,10,177.48617803047748,134.78261049516806,226.00476601233655,177.71090693717218
adaptive_progression,190,10,190.32178278566232,58.17734184795215,285.996681312393,180.41661057307905
adaptive_progression,200,10,69.07311892846971,-1.4664903725538845,176.90082336723177,122.12478239454285
adaptive_progression,210,10,132.6266288076087,106.19789178300557,280.4770930818938,166.5449134742999
adaptive_progression,220,10,191.49232924429896,150.40974948362208,237.05544051225468,198.10620626044567
adaptive_progression,230,10,186.25187799973529,121.39733131616414,253.29958187397875,181.8415523372748
adaptive_progression,240,10,189.94651496451286,133.0087859586164,342.01402745541054,230.4625421761172
adaptive_progression,250,10,201.15223800246378,152.65929449603524,328.4470930610833,244.05207349984926
adaptive_progression,260,10,212.8783800585226,124.5571507494441,303.5227013079608,244.6181094296964
adaptive_progression,270,10,216.5375399945263,180.56106514035326,296.97379689235976,256.59133626398364
adaptive_progression,280,10,221.3965791728399,189.66272974077796,562.9921285032145,369.49084500742254
adaptive_progression,290,10,517.4460009070472,264.60299587956644,822.0747891757691,557.7389139713146
adaptive_progression,300,10,426.663824388571,237.7464801148775,779.8346155037539,527.3646976929574
adaptive_progression,310,10,521.2566486182786,263.1890948452363,848.7599998957585,656.3932661910064
adaptive_progression,320,10,664.3095288538871,334.0029958635112,954.4740059895204,678.7636400022692
adaptive_progression,330,10,558.0450662450235,305.6856078866273,946.7831469140823,655.2577094848054
adaptive_progression,340,10,513.3994725751195,304.56219198759175,740.9944777161608,560.4191570923252
adaptive_progression,350,10,711.8507846697391,463.50113081172105,1094.2506562493118,841.7064226941293
